ID,Name,Research output type,Title
1254683,"FARMER, James D (DOYNE)",Journal article,Valuing the future and discounting in random environments: A review
1264077,"FARMER, James D (DOYNE)",Journal article,"Agent based modeling in economics and finance: past, present, and future"
1268886,"FARMER, James D (DOYNE)",Journal article,Heterogeneous effects and spillovers of macroprudential policy in an agent-based model of the UK housing market
1278770,"FARMER, James D (DOYNE)",Journal article,Forecasting the propagation of pandemic shocks with a dynamic input-output model
1278805,"FARMER, James D (DOYNE)",Journal article,Scenario-free analysis of financial stability with interacting contagion channels
1278840,"FARMER, James D (DOYNE)",Journal article,Empirically grounded technology forecasts and the energy transition
1326673,"FARMER, James D (DOYNE)",Journal article,Reconstructing production networks using machine learning
1541045,"FARMER, James D (DOYNE)",Journal article,BlackBIRDS: Black-Box Inference foR Differentiable Simulators
1541047,"FARMER, James D (DOYNE)",Conference paper,Gradient-assisted calibration for financial agent-based models
1541190,"FARMER, James D (DOYNE)",Journal article,The unequal effects of the health-economy tradeoff during the COVID-19 pandemic
1548069,"FARMER, James D (DOYNE)",Journal article,Building an alliance to map global supply networks
1578448,"FARMER, James D (DOYNE)",Chapter,THE KEY ROLE OF LIQUIDITY FLUCTUATIONS IN DETERMINING LARGE PRICE CHANGES
1586151,"FARMER, James D (DOYNE)",Conference paper,Population synthesis as scenario generation for simulation-based planning under uncertainty
1609489,"FARMER, James D (DOYNE)",Journal article,Black-box Bayesian inference for agent-based models
1615503,"FARMER, James D (DOYNE)",Journal article,Economic modelling fit for the demands of energy decision makers
1625273,"FARMER, James D (DOYNE)",Preprint,An Agent-Based Model of the Housing Market Bubble in Metropolitan Washington D.C.
1625274,"FARMER, James D (DOYNE)",Preprint,Production Network and GDP Growth: A Decomposition Approach
1625275,"FARMER, James D (DOYNE)",Preprint,Stress Testing the Financial Macrocosm
1625276,"FARMER, James D (DOYNE)",Preprint,Online Appendix: Systemic Implications of the Bail-In Design
1625277,"FARMER, James D (DOYNE)",Preprint,Systemic Implications of the Bail-In Design
1625278,"FARMER, James D (DOYNE)",Preprint,In and out of Lockdown: Propagation of Supply and Demand Shocks in a Dynamic Input-Output Model
1656667,"FARMER, James D (DOYNE)",Chapter,Introduction and Overview
1659029,"FARMER, James D (DOYNE)",Journal article,Discounting the Distant Future: What Do Historical Bond Prices Imply about the Long-Term Discount Rate?
1755388,"FARMER, James D (DOYNE)",Preprint,How Market Ecology Explains Market Malfunction
1823277,"FARMER, James D (DOYNE)",Preprint,Discounting the distant future: What do historical bond prices imply about the long term discount rate?
1827310,"FARMER, James D (DOYNE)",Preprint,Towards Evology: a Market Ecology Agent-Based Model of US Equity Mutual Funds
1827311,"FARMER, James D (DOYNE)",Preprint,"Qualities, challenges and future of genetic algorithms: a literature review"
1997948,"FARMER, James D (DOYNE)",Chapter,The Revolutionary Discovery of Chaos
2003956,"FARMER, James D (DOYNE)",Journal article,Measuring productivity dispersion: a parametric approach using the Lévy alpha-stable distribution
2017992,"FARMER, James D (DOYNE)",Journal article,The need for better statistical testing in data-driven energy technology modeling
2036791,"FARMER, James D (DOYNE)",Preprint,Forecasting Macroeconomic Dynamics using a Calibrated Data-Driven Agent-based Model
2077889,"FARMER, James D (DOYNE)",Preprint,Towards Evology: a Market Ecology Agent-Based Model of US Equity Mutual Funds II
2077890,"FARMER, James D (DOYNE)",Preprint,The unequal effects of the health-economy tradeoff during the COVID-19 pandemic
2077891,"FARMER, James D (DOYNE)",Preprint,Calibrating Agent-based Models to Microdata with Graph Neural Networks
2077892,"FARMER, James D (DOYNE)",Preprint,Heterogeneous Effects and Spillovers of Macroprudential Policy in an Agent-Based Model of the UK Housing Market
2077893,"FARMER, James D (DOYNE)",Preprint,Heterogeneous Effects and Spillovers of Macroprudential Policy in an Agent-based Model of the UK Housing Market
2077894,"FARMER, James D (DOYNE)",Preprint,Black-box Bayesian inference for economic agent-based models
2077895,"FARMER, James D (DOYNE)",Preprint,"Valuing the Future, Discounting in Random Environments: A Review"
2077896,"FARMER, James D (DOYNE)",Preprint,Estimating initial conditions for dynamical systems with incomplete information
2077897,"FARMER, James D (DOYNE)",Preprint,In and out of lockdown: Propagation of supply and demand shocks in a dynamic input-output model
2077898,"FARMER, James D (DOYNE)",Preprint,Modeling Simultaneous Supply and Demand Shocks in Input-Output Networks
2077899,"FARMER, James D (DOYNE)",Preprint,"Simultaneous supply and demand constraints in input-output networks: The case of Covid-19 in Germany, Italy, and Spain"
2077900,"FARMER, James D (DOYNE)",Chapter,Fat Fractals on the Energy Surface
2082085,"FARMER, James D (DOYNE)",Journal article,Employment dynamics in a rapid decarbonization of the US power sector
2090842,"FARMER, James D (DOYNE)",Journal article,Forecasting Macroeconomic Dynamics using a Calibrated Data-Driven Agent-based Model
2118671,"FARMER, James D (DOYNE)",Preprint,Skill and spatial mismatches for sustainable development in Brazil
2122127,"FARMER, James D (DOYNE)",Chapter,15. Removing the Roadblocks
2122128,"FARMER, James D (DOYNE)",Chapter,11. How Credit Causes Financial Turbulence
2122129,"FARMER, James D (DOYNE)",Chapter,1. What is a Complex System?
2122130,"FARMER, James D (DOYNE)",Chapter,10. Ecology and Evolution in Finance
2122131,"FARMER, James D (DOYNE)",Chapter,4. How Simulations Help us Understand the Economy
2122132,"FARMER, James D (DOYNE)",Chapter,13. Climate Economics and Technological Progress
2122133,"FARMER, James D (DOYNE)",Chapter,List of Illustrations
2122134,"FARMER, James D (DOYNE)",Chapter,16. Becoming a Conscious Civilization
2122135,"FARMER, James D (DOYNE)",Chapter,Introduction
2122136,"FARMER, James D (DOYNE)",Chapter,Bibliography
2122137,"FARMER, James D (DOYNE)",Chapter,Introduction
2122138,"FARMER, James D (DOYNE)",Chapter,6. Modeling an Uncertain and Complicated Economy
2122139,"FARMER, James D (DOYNE)",Chapter,9. The Self- Referential Market
2122140,"FARMER, James D (DOYNE)",Chapter,Introduction
2122141,"FARMER, James D (DOYNE)",Chapter,Introduction
2122142,"FARMER, James D (DOYNE)",Chapter,5. A Lightning Summary of Standard Economics
2122143,"FARMER, James D (DOYNE)",Chapter,12. How we Learned to Predict Weather and Climate
2122144,"FARMER, James D (DOYNE)",Chapter,3. Understanding the Metabolism of Civilization
2122145,"FARMER, James D (DOYNE)",Chapter,7. Why Is the Economy Always Changing?
2122146,"FARMER, James D (DOYNE)",Chapter,Introduction
2122147,"FARMER, James D (DOYNE)",Chapter,2. The Economy is a Complex System
2122148,"FARMER, James D (DOYNE)",Chapter,8. Inefficient Markets
2122149,"FARMER, James D (DOYNE)",Chapter,Prologue
2122150,"FARMER, James D (DOYNE)",Chapter,14. Guidance to Solve Some of Our Big Problems
2122151,"FARMER, James D (DOYNE)",Book,Making Sense of Chaos
663651,"CALDECOTT, BENJAMIN L",Other,Special Issue: Stranded Assets and the Environment
728939,"CALDECOTT, BENJAMIN L",Book,Stranded assets: developments in finance and investment
728939,"CALDECOTT, BENJAMIN L",Book,Stranded assets: developments in finance and investment
1112789,"CALDECOTT, BENJAMIN L",Journal article,Can European electric utilities manage asset impairments arising from net zero carbon targets?
1125102,"CALDECOTT, BENJAMIN L",Journal article,Post Covid-19 stimulus and bailouts need to be compatible with the Paris Agreement
1125468,"CALDECOTT, BENJAMIN L",Journal article,Bank green lending and credit risk: an empirical analysis of China's Green Credit Policy
1127784,"CALDECOTT, BENJAMIN L",Journal article,Defining transition finance and embedding it in the post-Covid-19 recovery
1146087,"CALDECOTT, BENJAMIN L",Journal article,Climate risk management (CRM) and how it relates to achieving alignment with climate outcomes (ACO)
1191344,"CALDECOTT, BENJAMIN L",Journal article,Breaking the bond: primary markets and carbon-intensive financing
1193128,"CALDECOTT, BENJAMIN L",Journal article,A machine learning model to investigate factors contributing to the energy transition of utility and independent power producer sectors internationally
1193130,"CALDECOTT, BENJAMIN L",Journal article,"Stranded assets: environmental drivers, societal challenges, and supervisory responses"
1225973,"CALDECOTT, BENJAMIN L",Journal article,Revealing Robust Oil and Gas Company Macro-Strategies Using Deep Multi-Agent Reinforcement Learning
1237239,"CALDECOTT, BENJAMIN L",Journal article,Bank green lending and credit risk: an empirical analysis of China's Green Credit Policy
1239739,"CALDECOTT, BENJAMIN L",Preprint,Designing temperature alignment metrics to invest in net zero: an empirical illustration of best practices
1268950,"CALDECOTT, BENJAMIN L",Preprint,The Cost for the Financial Sector if Firms Delay Climate Action
1269611,"CALDECOTT, BENJAMIN L",Journal article,Whose jobs face transition risk in Alberta? Understanding sectoral employment precarity in an oil-rich Canadian province
1317300,"CALDECOTT, BENJAMIN L",Journal article,Spatial finance: practical and theoretical contributions to financial analysis
1328559,"CALDECOTT, BENJAMIN L",Preprint,TRISK - A Climate Stress Test for Transition Risk
1330527,"CALDECOTT, BENJAMIN L",Journal article,"Green finance in Asia: challenges, policies and avenues for research"
1333903,"CALDECOTT, BENJAMIN L",Journal article,Correction
1338859,"CALDECOTT, BENJAMIN L",Journal article,Investigating the role of passive funds in carbon-intensive capital markets: evidence from U.S. bonds
1492437,"CALDECOTT, BENJAMIN L",Working paper,Drivers of Firm Investment in Low and High-Carbon Energy: Capital Markets and Climate Policy
1493223,"CALDECOTT, BENJAMIN L",Preprint,"An Empirical Analysis of Climate and Environmental Policy Risk, the Cost of Debt and Financial Institutions' Risk Preferences"
1493224,"CALDECOTT, BENJAMIN L",Journal article,"An empirical analysis of climate and environmental policy risk, the cost of debt and financial institutions' risk preferences"
1518388,"CALDECOTT, BENJAMIN L",Journal article,Global database of cement production assets and upstream suppliers
1625626,"CALDECOTT, BENJAMIN L",Preprint,Drivers of Firm Investment in Low and High-Carbon Energy: Capital Markets and Climate Policy
1625627,"CALDECOTT, BENJAMIN L",Preprint,"An Empirical Analysis of Climate and Environmental Policy Risk, the Cost of Debt and Financial Institutions' Risk Preferences"
1625628,"CALDECOTT, BENJAMIN L",Preprint,TRISK - A Climate Stress Test for Transition Risk
1625629,"CALDECOTT, BENJAMIN L",Preprint,Revealing Robust Oil and Gas Company Macro-Strategies using Deep Multi-Agent Reinforcement Learning
1625630,"CALDECOTT, BENJAMIN L",Preprint,The Cost for the Financial Sector if Firms Delay Climate Action
1625631,"CALDECOTT, BENJAMIN L",Preprint,Designing temperature alignment metrics to invest in net zero: an empirical illustration of best practices
1625632,"CALDECOTT, BENJAMIN L",Preprint,Revealing Robust Oil and Gas Company Macro-Strategies Using Deep Multi-Agent Reinforcement Learning
1625633,"CALDECOTT, BENJAMIN L",Preprint,Breaking the Bond: Primary Markets and Carbon-Intensive Financing
1989000,"CALDECOTT, BENJAMIN L",Journal article,Regulating net zero: from groundswell to ground rules
1990419,"CALDECOTT, BENJAMIN L",Journal article,How sustainable finance creates impact: transmission mechanisms to the real economy
1997790,"CALDECOTT, BENJAMIN L",Preprint,Investment by Oil & Gas Firms in High- and Low-Carbon Energy: The Effect of Energy-Related Uncertainty and Climate Policy
2018900,"CALDECOTT, BENJAMIN L",Journal article,The Carbon Removal Budget: theory and practice
2091080,"CALDECOTT, BENJAMIN L",Preprint,Investment by Oil and Gas Firms in High-and Low-Carbon Energy: The Effect of Energy-Related Uncertainty and Climate Policy 2024
2098075,"CALDECOTT, BENJAMIN L",Journal article,"Location, location, location: asset location data sources for nature-related financial risk analysis"
1088592,"HALE, THOMAS",Journal article,Catalytic cooperation
1125646,"HALE, THOMAS",Journal article,Asset Revaluation and the Existential Politics of Climate Change
1130104,"HALE, THOMAS",Journal article,Correcting course: the emission reduction potential of international cooperative initiatives
